claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,state,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,Unem_rate
7041,47,M,1,85,38490,1,1,Own,80016,4/8/2016,0,0,2,1,4683.65086,3,17661.07939,12893.77237,0,2016,8,39.6,-104.71,CO,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
7042,51,F,1,62,39312,0,0,Own,85027,5/4/2016,0,0,84,0,2839.873054,9,14340.12377,15917.18127,0,2016,4,33.68,-112.09,AZ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
7045,30,F,0,95,34018,1,0,Own,85069,7/29/2016,2,0,50,1,2187.047364,6,13005.34591,49578.79906,0,2016,29,33.56,-112.09,AZ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.3
7046,55,M,1,84,40075,1,0,Own,50031,3/6/2016,0,0,34,0,3442.168324,6,10026.41397,8437.819762,0,2016,6,42.03,-94.14,IA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.6
7047,39,F,1,50,36648,1,1,Rent,20113,12/31/2016,0,0,61,1,5483.960555,4,20636.21727,37044.88967,0,2016,31,38.74,-77.48,VA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1
7050,60,M,1,79,40928,1,1,Own,20147,8/29/2016,0,0,90,0,2654.400543,6,13109.33173,8507.248287,0,2016,29,39.04,-77.48,VA,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.2
7053,31,F,1,59,34349,0,1,Own,50007,4/11/2016,0,0,9,0,4689.045996,1,21774.69793,15971.94142,0,2016,11,41.81,-93.61,IA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6
7054,36,F,1,91,35829,0,1,Rent,85005,8/30/2016,0,1,36,1,2859.23815,6,40166.25879,24723.74926,0,2016,30,33.44,-112.12,AZ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.3
7055,58,M,1,69,40603,0,1,Own,50039,9/2/2015,0,0,94,0,3791.834192,6,60034.61003,31463.70057,1,2015,2,41.85,-94.01,IA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.7
7056,48,F,1,85,38726,0,0,Own,15035,11/5/2015,0,1,77,1,7252.343706,7,12414.14465,27298.50219,1,2015,5,40.38,-79.81,PA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.2
7057,38,M,1,79,36362,1,0,Rent,85038,8/28/2015,0,0,43,1,2185.506158,4,33730.68019,16598.3328,0,2015,28,33.46,-111.98,AZ,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
7060,55,M,1,75,40068,1,1,Own,85077,4/4/2015,0,0,86,0,2865.543997,2,14160.77194,13450.20688,0,2015,4,33.45,-111.97,AZ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
7062,56,M,1,95,40241,0,1,Rent,85062,4/18/2016,4,0,100,1,6999.896247,3,13025.69039,11804.42006,0,2016,18,33.46,-111.98,AZ,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
7063,66,M,1,75,41905,1,1,Own,80012,3/17/2016,0,0,41,1,8717.696196,4,32828.09484,29059.92869,0,2016,17,39.69,-104.81,CO,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
7064,47,M,0,65,38506,1,1,Own,50038,4/28/2016,0,0,9,1,7382.542897,6,19093.49117,21162.8965,0,2016,28,41.53,-93.9,IA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6
7066,59,M,1,82,40760,1,1,Rent,20138,1/14/2015,3,0,82,1,2516.103113,4,19338.24019,15590.17165,0,2015,14,38.63,-77.67,VA,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.9
7067,25,M,1,32,32188,1,0,Rent,80012,7/1/2016,1,0,75,1,5474.579228,3,12358.412,21646.14963,0,2016,1,39.69,-104.81,CO,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.3
7068,58,F,1,87,40608,0,0,Own,85064,9/24/2015,0,0,63,0,9176.25129,8,22521.97392,17093.76299,0,2015,24,33.5,-112.03,AZ,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.9
7069,27,F,1,56,32965,1,0,Rent,50010,4/18/2016,0,0,73,1,4740.519918,8,37274.38397,17646.47461,0,2016,18,42.02,-93.62,IA,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
7070,42,M,0,74,37387,1,0,Own,50005,7/10/2015,0,0,15,0,3768.916319,7,7776.130708,4533.16128,0,2015,10,42.11,-92.98,IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
7071,34,M,1,88,35239,1,1,Own,80022,5/31/2016,0,0,97,0,3976.039565,4,22333.61947,11941.11724,0,2016,31,39.88,-104.8,CO,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4
7075,32,M,1,54,34663,1,0,Own,50022,7/1/2016,2,1,99,1,3091.959109,3,10787.8413,32135.3056,0,2016,1,41.39,-95.01,IA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
7077,28,F,1,78,33312,0,1,Rent,50039,10/30/2015,0,0,75,1,3425.411925,7,17688.61911,19045.36556,0,2015,30,41.85,-94.01,IA,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7
7078,70,M,1,63,42490,0,1,Rent,50022,2/1/2015,0,0,20,1,3039.029464,5,12991.455,10063.63382,0,2015,1,41.39,-95.01,IA,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9
7080,41,M,1,87,37154,1,0,Rent,85031,3/3/2015,0,0,56,0,4475.381073,8,19413.11001,23212.83031,0,2015,3,33.49,-112.16,AZ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.3
7081,57,F,1,75,40443,1,0,Rent,15025,12/31/2015,3,0,93,1,3016.035726,5,12309.325,33357.18469,0,2015,31,40.29,-79.88,PA,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
7082,37,M,0,90,36101,1,1,Own,50039,4/25/2015,0,0,8,1,5514.216835,7,19379.48366,13980.75508,0,2015,25,41.85,-94.01,IA,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
7083,25,M,1,91,32193,0,1,Own,15009,8/10/2015,1,0,58,1,6506.278219,6,33850.42123,23537.82939,0,2015,10,40.69,-80.3,PA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.2
7084,48,F,0,82,38700,0,1,Own,80017,5/12/2015,0,0,21,0,3971.796958,12,14816.42028,21058.45043,0,2015,12,39.7,-104.79,CO,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
7086,41,F,1,88,37136,1,1,Own,85027,9/15/2015,0,1,83,1,3439.716366,7,21158.68745,9522.883784,0,2015,15,33.68,-112.09,AZ,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.9
7088,73,M,1,64,42899,1,1,Own,20148,3/4/2015,0,0,0,0,1975.848415,6,38813.71092,36825.8996,0,2015,4,39,-77.52,VA,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.8
7089,52,F,1,73,39514,0,1,Rent,85024,6/2/2016,1,1,10,1,4642.688567,4,22473.60618,18930.62708,0,2016,2,33.68,-112.04,AZ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
7091,33,F,0,61,34948,1,0,Rent,85032,1/14/2015,0,0,94,1,4486.328416,6,26650.64144,22900.85369,0,2015,14,33.62,-112,AZ,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4
7092,28,F,0,81,33314,0,1,Rent,15056,2/29/2016,2,0,96,1,6371.957474,6,41771.69386,14735.93296,0,2016,29,40.56,-80.21,PA,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.3
7095,52,F,1,93,39516,1,0,Own,80034,5/9/2016,0,0,15,1,5216.163447,5,23104.82003,11141.18492,0,2016,9,39.77,-105.09,CO,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.4
7096,72,F,1,72,42764,1,1,Own,85078,3/15/2015,1,0,50,0,8605.061614,1,29360.83003,11111.68103,0,2015,15,33.62,-112,AZ,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3
7097,34,F,1,92,35255,0,0,Rent,80044,3/1/2015,3,1,75,1,4556.956612,6,22633.00288,8436.302205,0,2015,1,39.69,-104.81,CO,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.2
7098,27,F,1,82,32953,1,0,Rent,80046,10/19/2015,3,0,4,1,5559.703699,5,42854.98502,18093.37266,0,2015,19,39.69,-104.81,CO,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
7099,58,F,0,65,40624,1,1,Own,15001,9/29/2015,0,0,4,0,6789.817941,4,14311.50253,15360.81682,0,2015,29,40.61,-80.25,PA,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2
7101,29,F,1,89,33664,1,1,Rent,15007,12/27/2016,0,0,10,1,3596.416346,4,21571.38593,46018.34247,0,2016,27,40.65,-79.93,PA,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.3
7103,47,F,1,92,38513,0,1,Rent,85050,6/23/2016,0,1,0,0,3912.063246,7,27828.26466,14779.65763,0,2016,23,33.69,-112,AZ,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.4
7105,30,M,1,43,34020,1,0,Own,20116,6/7/2016,0,0,51,0,3415.395191,9,22295.02509,14460.62197,0,2016,7,38.87,-77.85,VA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1
7107,31,F,1,92,34335,1,0,Own,85062,5/12/2015,1,0,96,0,2249.300859,5,48631.50351,37141.22387,0,2015,12,33.46,-111.98,AZ,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1
7109,53,M,1,70,39705,1,0,Own,15060,12/11/2015,0,0,50,0,5114.390945,7,37997.63062,21642.46006,0,2015,11,40.37,-80.29,PA,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
7110,81,M,0,72,43943,0,1,Own,20111,3/25/2016,0,0,0,0,2470.068551,6,19279.36038,19024.95952,0,2016,25,38.75,-77.43,VA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
7112,47,M,1,91,38494,0,0,Own,85036,10/7/2015,0,0,9,1,3830.717997,6,50037.22826,40884.10111,0,2015,7,33.63,-112.15,AZ,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.8
7115,34,F,1,67,35263,1,0,Own,85004,4/1/2016,0,0,71,1,6561.38708,1,31075.54776,16367.94233,0,2016,1,33.44,-112.07,AZ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
7116,25,F,1,84,32188,1,1,Rent,85061,3/29/2015,0,0,82,0,2101.885197,8,25960.14738,9383.445682,1,2015,29,33.51,-112.12,AZ,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3
7117,58,F,1,74,40621,1,1,Rent,80038,11/27/2016,0,0,10,0,4717.080297,8,13118.28602,26392.6841,0,2016,27,39.94,-105.06,CO,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
7118,42,M,1,55,37375,1,1,Rent,80013,6/26/2016,1,0,68,1,6331.047986,5,16563.22113,46942.46555,0,2016,26,39.66,-104.77,CO,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.4
7119,53,M,1,74,39719,1,1,Own,50038,10/18/2016,2,0,95,1,4834.923224,4,16728.86185,30423.24206,0,2016,18,41.53,-93.9,IA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
7121,25,F,1,86,32172,0,0,Rent,15035,8/22/2016,1,0,35,1,7904.39336,5,27857.26028,22598.73481,0,2016,22,40.38,-79.81,PA,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
7122,26,F,0,48,32589,1,0,Rent,80025,9/15/2016,1,1,97,1,3411.074453,4,48269.18573,22361.07761,0,2016,15,39.94,-105.28,CO,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2
7123,27,M,0,97,32951,0,0,Rent,15035,11/15/2015,0,1,43,0,3867.16027,5,35906.85342,17647.23864,0,2015,15,40.38,-79.81,PA,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
7124,49,M,1,92,38930,1,1,Rent,85080,1/19/2016,2,0,37,0,6114.859169,6,11866.95795,26753.69746,0,2016,19,33.63,-112.11,AZ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.7
7125,67,M,1,78,42052,1,1,Rent,80038,5/3/2015,0,0,35,0,4975.640673,4,14388.51561,36166.52115,0,2015,3,39.94,-105.06,CO,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
7126,46,F,1,87,38297,0,0,Own,15012,1/31/2015,1,0,59,1,7605.338142,6,11051.85026,24669.45653,0,2015,31,40.12,-79.86,PA,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.4
7129,53,F,1,92,39699,1,0,Own,85080,10/13/2015,4,0,6,1,4358.381823,7,42274.12531,14143.75937,0,2015,13,33.63,-112.11,AZ,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.8
7130,46,M,1,80,38289,1,1,Own,50058,10/9/2016,1,0,7,0,1640.354456,1,29748.89998,14244.48118,0,2016,9,41.87,-94.67,IA,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6
7131,49,M,1,62,38930,1,1,Own,50057,11/13/2016,0,1,6,0,8590.812981,7,12363.3004,6406.254314,0,2016,13,41.18,-93.15,IA,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
7133,22,F,1,84,30907,1,1,Rent,15046,7/6/2016,5,0,100,1,4858.100596,6,20792.32601,20837.92387,1,2016,6,40.55,-80.23,PA,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5
7135,24,M,1,75,31783,1,0,Own,80012,8/3/2016,3,0,0,0,3151.850682,3,41898.5216,32873.29003,0,2016,3,39.69,-104.81,CO,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3
7136,55,F,1,60,40073,1,0,Own,85022,9/2/2015,0,1,96,1,3928.62865,4,10663.10681,18089.53933,0,2015,2,33.62,-112.05,AZ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.9
7137,88,M,1,77,44770,1,1,Own,50009,2/6/2015,0,0,65,1,1698.290495,9,30259.87691,26526.60672,0,2015,6,41.65,-93.47,IA,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9
7138,80,M,1,84,43817,0,1,Own,50014,6/3/2016,1,0,17,0,10564.84897,7,27799.70049,19149.47501,0,2016,3,42.05,-93.69,IA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.7
7140,35,F,1,91,35555,1,1,Own,80004,7/18/2016,4,0,77,1,6449.066588,6,50321.04691,25990.84485,0,2016,18,39.82,-105.1,CO,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3
7143,60,M,0,65,40943,1,0,Own,15025,11/22/2015,1,0,97,0,1646.953937,6,57691.82033,8510.902542,0,2015,22,40.29,-79.88,PA,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
7144,50,M,0,15,39121,1,1,Rent,20104,9/18/2015,0,0,44,0,5887.875875,8,22068.02078,10942.06644,0,2015,18,38.92,-77.35,VA,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.2
7145,42,M,0,88,37374,0,0,Own,15012,5/24/2016,0,1,66,1,2061.110924,2,18049.019,20459.55943,1,2016,24,40.12,-79.86,PA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
7146,69,F,1,40,42346,0,1,Rent,15010,1/22/2015,0,0,100,0,5165.883652,3,49386.92656,8446.925997,0,2015,22,40.76,-80.32,PA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.4
7147,41,M,0,67,37153,0,1,Rent,50012,7/19/2015,0,1,0,0,3742.755396,5,27013.93343,16692.20304,0,2015,19,42.03,-93.65,IA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.7
7148,24,F,0,64,31784,0,1,Rent,20112,1/20/2015,0,0,60,0,5802.182468,10,25596.64896,17704.96787,1,2015,20,38.66,-77.43,VA,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9
7149,25,F,1,88,32195,0,0,Rent,85027,9/11/2016,0,0,28,0,4638.742065,4,14112.48228,24187.58005,0,2016,11,33.68,-112.09,AZ,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.2
7151,56,F,1,76,40267,1,1,Rent,50001,11/21/2015,0,0,3,1,4413.379556,6,17693.56848,9036.413529,0,2015,21,41.36,-93.47,IA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.7
7154,41,F,0,72,37142,1,1,Own,15014,6/20/2016,0,0,3,0,3084.713367,6,21409.1443,9352.13529,0,2016,20,40.61,-79.74,PA,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
7155,22,M,0,81,30896,1,0,Rent,50029,10/6/2015,1,0,9,1,4226.419719,10,31227.70933,14765.26634,0,2015,6,41.85,-94.55,IA,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7
7157,69,F,1,93,42335,1,1,Own,50021,7/8/2016,0,0,4,1,2978.509609,4,38697.55857,19691.78213,0,2016,8,41.72,-93.6,IA,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.7
7158,35,M,1,40,35558,1,1,Rent,15059,6/8/2015,0,1,27,1,1669.931672,10,12723.04555,30109.16422,0,2015,8,40.63,-80.45,PA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.3
7159,44,F,0,60,37836,0,0,Rent,50025,7/30/2015,0,0,14,0,5535.244212,4,25768.79242,32708.98112,0,2015,30,41.71,-94.92,IA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
7160,46,M,1,61,38302,0,0,Rent,20148,11/17/2016,1,0,52,1,7233.451888,4,21763.90744,25970.03254,0,2016,17,39,-77.52,VA,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
7161,40,F,1,81,36894,1,0,Rent,85071,3/22/2016,3,0,97,0,5383.75466,1,27614.14286,25426.55061,0,2016,22,33.59,-112.11,AZ,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.5
7162,50,M,1,82,39120,1,1,Rent,15012,12/11/2016,0,0,97,1,3231.0827,8,29607.30094,29575.94956,0,2016,11,40.12,-79.86,PA,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.3
7163,39,F,1,77,36650,1,1,Rent,50048,12/4/2016,0,0,22,0,3212.694287,7,14972.45996,44496.26625,1,2016,4,41.5,-94.52,IA,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5
7166,37,F,1,70,36105,1,0,Rent,15001,2/5/2016,0,0,99,1,7350.42614,3,27421.24444,25107.68417,0,2016,5,40.61,-80.25,PA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.3
7168,28,F,0,65,33325,0,1,Own,85062,6/8/2016,0,0,24,1,9454.478708,10,35741.99863,50149.45181,0,2016,8,33.46,-111.98,AZ,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
7169,37,F,1,63,36121,1,1,Rent,80031,10/14/2016,2,0,0,1,3284.701772,4,46467.65402,41941.94488,0,2016,14,39.88,-105.05,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1
7170,49,F,1,79,38935,0,1,Own,50034,6/15/2015,0,0,9,0,6305.759426,6,11431.88685,55130.72438,0,2015,15,42.47,-93.64,IA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.8
7172,44,M,0,75,37851,1,0,Rent,50058,4/4/2015,0,0,0,0,8827.079496,1,6539.961653,17604.55191,0,2015,4,41.87,-94.67,IA,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
7173,49,M,1,82,38928,1,0,Own,80015,11/22/2016,4,1,14,1,4678.72637,7,26954.52752,18571.3741,0,2016,22,39.63,-104.78,CO,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
7174,42,F,1,86,37389,1,1,Rent,85046,3/22/2016,0,1,85,1,2930.929487,7,30961.08845,17707.32834,1,2016,22,33.62,-112,AZ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.5
7176,49,F,0,67,38906,1,0,Own,50002,7/21/2015,0,0,2,1,4905.118613,7,25718.62052,36861.072,0,2015,21,41.5,-94.64,IA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
7177,28,F,1,71,33315,1,0,Rent,50026,3/26/2015,0,1,10,0,4536.524564,3,13358.93399,35209.58637,0,2015,26,41.84,-94.42,IA,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9
7178,32,F,0,60,34662,1,1,Own,80107,3/30/2016,0,0,10,0,4690.38659,3,21389.86547,12782.33796,0,2016,30,39.36,-104.6,CO,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
7179,52,M,1,63,39518,0,1,Rent,80020,7/23/2016,0,0,57,1,5185.357657,3,42111.07213,44038.04204,0,2016,23,39.94,-105.06,CO,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3
7180,35,M,1,67,35529,0,0,Own,85073,1/20/2016,0,0,82,1,4351.773572,6,12587.44665,39196.17415,0,2016,20,33.44,-112.07,AZ,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.7
7181,29,F,1,64,33677,1,0,Rent,20109,7/22/2015,0,0,33,1,1533.018318,2,46641.42891,23207.55967,0,2015,22,38.79,-77.53,VA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.4
